year,stateabbr,statedesc,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,locationid,categoryid,measureid,datavaluetypeid,short_question_text,geolocation
2022,AL,Alabama,Chilton,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.8,,,10.5,13.3,45884,35069,1021,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-86.7185602930782 32.8479267319968)
2021,AR,Arkansas,Cross,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,83.8,,,81.0,86.4,16601,12703,5037,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-90.7714945147511 35.2958747021642)
2022,LA,Louisiana,Assumption,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,41.1,,,32.8,49.2,20604,16410,22007,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.0607012299689 29.9024260471605)
2022,LA,Louisiana,Calcasieu,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.2,,,3.8,4.5,202418,152767,22019,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-93.3580834138664 30.2293955224679)
2022,AK,Alaska,Yakutat,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,11.4,,,10.2,12.7,700,563,2282,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-140.357660106358 59.8890141407815)
2022,LA,Louisiana,Catahoula,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.3,,,4.8,5.7,8566,6731,22025,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-91.8468368192285 31.6659805229835)
2022,AL,Alabama,Russell,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,15.8,,,13.8,17.9,58555,44348,1113,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-85.1846581812352 32.2882099895674)
2022,LA,Louisiana,Iberville,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.9,,,4.5,5.3,29506,23540,22047,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-91.348393128899 30.2581019680105)
2022,AR,Arkansas,Hot Spring,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,51.8,,,48.3,55.5,33203,26866,5059,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-92.9452244629986 34.31776968917)
2022,LA,Louisiana,Richland,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,43.1,,,35.4,51.5,19826,15135,22083,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.7632185935453 32.4173915854101)
2022,LA,Louisiana,Richland,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.6,,,5.2,6.1,19826,15135,22083,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-91.7632185935453 32.4173915854101)
2022,LA,Louisiana,St. Helena,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.9,,,5.4,6.4,10822,8642,22091,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-90.7103615231255 30.8217054446814)
2022,AL,Alabama,Clarke,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,11.6,,,10.2,13.1,22515,17657,1025,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-87.8308687688628 31.6768474292414)
2022,LA,Louisiana,Vermilion,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.4,,,4.0,4.8,56952,42736,22113,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-92.3242615961141 29.8459898151309)
2022,ME,Maine,Aroostook,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.7,,,4.3,5.1,67255,54845,23003,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-68.5987269232186 46.6590579475164)
2022,ME,Maine,Franklin,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,25.3,,,22.7,27.8,30474,25295,23007,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-70.4442282029736 44.9739850873463)
2022,AK,Alaska,Bethel,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,19.0,,,15.7,22.6,18257,11844,2050,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-159.82324096097 60.9128860869079)
2022,AR,Arkansas,Chicot,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,24.3,,,20.6,28.3,9873,7738,5017,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-91.2933505574654 33.2667470395332)
2022,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,24.8,,,24.7,24.8,7021,5207,2240,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-143.213550848982 63.8762788125121)
2022,AK,Alaska,Aleutians West,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,28.6,,,25.2,33.0,5122,4630,2016,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-110.244912258458 52.7943036111183)
2022,AR,Arkansas,Garland,BRFSS,Disability,Any disability among adults,%,Crude prevalence,40.0,,,36.0,44.3,100089,80594,5051,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-93.1504977724069 34.5766230811054)
2022,AL,Alabama,Cleburne,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,20.6,,,18.4,22.8,15346,11832,1029,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-85.5179075897695 33.6749172926082)
2022,AL,Alabama,Marion,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,10.8,,,9.8,12.0,29156,23044,1093,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-87.8871984960778 34.1365876476739)
2022,AL,Alabama,Fayette,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,39.5,,,37.6,41.4,16118,12706,1057,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-87.7389050506601 33.7211713531213)
2022,CA,California,Merced,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,20.6,,,18.4,22.8,290014,207099,6047,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-120.717750083358 37.1917830406782)
2022,AK,Alaska,Kusilvak,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,24.8,,,22.5,27.2,8278,4793,2158,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-163.385871730467 62.1566155670538)
2022,AZ,Arizona,Apache,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,15.1,,,13.5,16.8,65432,48388,4001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-109.48881915611 35.3954681672691)
2022,AR,Arkansas,Hempstead,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,8.8,,,7.8,9.8,19453,14606,5057,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-93.668219443281 33.7357081301166)
2022,AL,Alabama,Elmore,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.9,,,11.3,14.8,89563,70369,1051,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-86.1484340236509 32.5970686891064)
2022,AL,Alabama,Autauga,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,4.9,,,4.5,5.4,59759,45878,1001,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-86.6428164158396 32.5350016195151)
2022,AL,Alabama,Calhoun,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,9.0,11.6,115788,91336,1015,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-85.8257674379293 33.7714931264898)
2022,AZ,Arizona,Yavapai,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.8,,,12.2,15.5,246191,208516,4025,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-112.553640853115 34.5996977529402)
2022,CA,California,Los Angeles,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,6.0,,,5.5,6.5,9721138,7737357,6037,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-118.224550062411 34.321384729882)
2022,AZ,Arizona,Navajo,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.9,,,5.5,6.4,108650,81314,4017,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-110.321421073074 35.3997521187229)
2022,AR,Arkansas,Fulton,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,25.1,,,22.0,28.0,12382,9746,5049,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-91.817888079321 36.3816206347765)
2022,AL,Alabama,Cullman,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,18.5,,,16.5,20.6,90665,70581,1043,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-86.8674617693469 34.1321232297422)
2022,AR,Arkansas,Lee,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,22.8,,,20.5,25.2,8364,6854,5077,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-90.780565570189 34.7806712575882)
2022,AK,Alaska,Kenai Peninsula,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.3,,,14.5,20.1,60690,47342,2122,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-151.5538621838 60.2599690239553)
2022,AR,Arkansas,Phillips,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,28.9,,,26.3,31.4,15304,11406,5107,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-90.8486929377124 34.4276555514265)
2022,AL,Alabama,Marshall,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,15.3,,,12.3,18.7,99423,74082,1095,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-86.306202322979 34.3673847093536)
2022,AR,Arkansas,Sebastian,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,16.0,,,13.2,19.1,129059,98606,5131,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-94.2747115384126 35.1994487114465)
2022,AL,Alabama,Lee,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.5,,,10.0,13.0,180773,143546,1081,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-85.3550362108983 32.601254498925)
2022,AR,Arkansas,Lonoke,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,28.6,,,25.4,32.1,75225,56799,5085,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-91.8886806209445 34.7543403081242)
2022,CA,California,Alpine,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,27.8,,,24.0,31.8,1190,998,6003,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-119.820667930537 38.5974751291386)
2022,AL,Alabama,Barbour,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,5.0,,,4.6,5.4,24706,19675,1005,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-85.3928136383141 31.8698172860413)
2022,AL,Alabama,Elmore,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.2,,,2.9,3.5,89563,70369,1051,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.1484340236509 32.5970686891064)
2022,AR,Arkansas,Stone,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,12.7,,,11.5,14.0,12575,10116,5137,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-92.1570988831634 35.8596284960808)
2022,CA,California,Stanislaus,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,21.2,,,18.6,24.2,551275,405382,6099,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-120.997769063577 37.5591258572026)
2022,AK,Alaska,Chugach,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,6.8,,,6.1,7.5,6874,5338,2063,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-145.846670254475 60.7148095406379)
2022,AR,Arkansas,Madison,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,6.6,,,6.0,7.2,17486,13373,5087,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-93.7242584115005 36.0113363272212)
2022,AR,Arkansas,Boone,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,37.6,,,31.4,44.1,38284,29646,5009,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-93.0916817879006 36.3086436758994)
2022,AZ,Arizona,Pima,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,10.4,,,9.3,11.6,1057597,850216,4019,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-111.790179841763 32.0975237350697)
2022,AL,Alabama,Winston,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,10.8,,,9.6,12.1,23755,18962,1133,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-87.373658054727 34.1492657099146)
2022,AR,Arkansas,Dallas,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.0,,,67.8,82.6,6191,4962,5039,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-92.6542603960231 33.9697415127666)
2022,AK,Alaska,Yakutat,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,14.4,,,12.7,16.0,700,563,2282,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,POINT (-140.357660106358 59.8890141407815)
2022,AR,Arkansas,Newton,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,39.2,,,31.3,47.7,7078,5757,5101,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-93.2175629791081 35.9200960625867)
2022,MS,Mississippi,Choctaw,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,38.5,,,36.9,40.0,8037,6355,28019,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-89.248451713965 33.3474098381214)
2022,AK,Alaska,Dillingham,BRFSS,Disability,Any disability among adults,%,Crude prevalence,42.2,,,37.6,46.8,4723,3253,2070,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-158.236178154164 59.7978171220014)
2021,CA,California,Shasta,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,32.1,,,28.2,36.2,180930,142098,6089,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-122.040246599392 40.763787981335)
2022,MS,Mississippi,Jasper,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.8,,,5.3,6.3,16167,12480,28061,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-89.1188599199219 32.0191166804926)
2022,MS,Mississippi,Jones,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.6,,,4.2,5.0,66569,50242,28067,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-89.1688244706911 31.6225661020682)
2021,AR,Arkansas,Marion,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,46.7,,,42.2,51.2,17254,14040,5089,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-92.6845075082366 36.2686505271229)
2022,CA,California,Orange,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,18.1,,,15.7,20.9,3151184,2496667,6059,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-117.761130979135 33.702790446535)
2022,AL,Alabama,Colbert,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,36.1,,,34.7,37.5,58033,45809,1033,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-87.8049657872681 34.7004396828047)
2022,MS,Mississippi,Newton,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.2,,,4.8,5.6,21029,15905,28101,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-89.1187174446986 32.4002385961341)
2022,AR,Arkansas,Scott,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,6.5,,,6.0,7.2,9805,7554,5127,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-94.06316918547 34.8608770716874)
2022,AR,Arkansas,Hot Spring,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,35.9,,,35.2,36.5,33203,26866,5059,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-92.9452244629986 34.31776968917)
2022,MS,Mississippi,Rankin,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.7,,,3.3,4.0,158979,123960,28121,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-89.9456334806311 32.2640207305277)
2022,AR,Arkansas,Van Buren,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,30.5,,,26.8,34.0,16102,13026,5141,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-92.5158922653774 35.5806118772188)
2021,AK,Alaska,Haines,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,78.3,,,74.9,81.2,2056,1705,2100,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-135.500167586106 59.119335495324)
2022,AL,Alabama,Dallas,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,28.1,,,25.4,30.9,36767,28171,1047,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-87.1065206124462 32.3258306814392)
2022,AR,Arkansas,Monroe,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,15.5,,,13.6,17.6,6564,5069,5095,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.2039164853539 34.6778463256655)
2022,AZ,Arizona,Pima,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,31.6,,,28.9,34.4,1057597,850216,4019,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-111.790179841763 32.0975237350697)
2022,AK,Alaska,Lake and Peninsula,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.1,,,4.6,5.5,1381,976,2164,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-156.194112811655 58.6489291768631)
2022,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,20.8,,,18.2,23.6,95356,73021,2090,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-146.565627734256 64.8075316814407)
2022,CA,California,Orange,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.1,,,14.8,19.7,3151184,2496667,6059,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-117.761130979135 33.702790446535)
2022,MO,Missouri,Caldwell,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,16.9,,,13.6,20.8,8933,6846,29025,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-93.9828207799922 39.6557701506874)
2022,AL,Alabama,Lauderdale,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,18.3,,,16.5,20.4,95878,77472,1077,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-87.6540983850983 34.9014438477101)
2022,MO,Missouri,Dade,BRFSS,Disability,Any disability among adults,%,Crude prevalence,42.7,,,38.0,47.6,7660,6072,29057,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-93.8503181583382 37.4320562427392)
2022,CA,California,Alameda,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,20.5,,,20.0,21.1,1628997,1311253,6001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-121.888566503138 37.6463311425304)
2022,MO,Missouri,Howell,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,15.9,,,13.0,19.4,40631,30878,29091,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-91.8864846136754 36.7739973587625)
2022,CA,California,Lake,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.6,,,4.2,5.0,68191,53338,6033,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-122.753413599125 39.0999886976907)
2022,MO,Missouri,Knox,BRFSS,Disability,Any disability among adults,%,Crude prevalence,42.9,,,38.3,47.8,3776,2867,29103,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-92.1479431780068 40.1281233092883)
2022,MO,Missouri,Knox,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,38.0,,,30.3,46.5,3776,2867,29103,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.1479431780068 40.1281233092883)
2022,MO,Missouri,Livingston,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.0,,,3.6,4.4,14402,11260,29117,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-93.5482609076792 39.7822888163042)
2022,AR,Arkansas,Calhoun,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.5,,,3.3,3.9,4695,3837,5013,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-92.5029413111612 33.5580587155721)
2022,MO,Missouri,Mississippi,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.7,,,5.2,6.2,11688,9025,29133,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-89.290718833329 36.8282857303086)
2022,MO,Missouri,Ozark,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,6.2,,,5.6,6.8,8940,7219,29153,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-92.4446935899053 36.6492921029585)
2022,AK,Alaska,Anchorage,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.7,,,2.5,2.9,287145,219637,2020,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-149.112545841578 61.150482370682)
2022,AK,Alaska,Aleutians East,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Age-adjusted prevalence,36.6,,,31.2,42.3,3398,3204,2013,SOCLNEED,ISOLATION,AgeAdjPrv,Social Isolation,POINT (-161.964571410747 55.359979555826)
2022,AL,Alabama,Dale,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,34.1,,,30.1,38.6,49544,38039,1045,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.6109266826185 31.4316629601359)
2022,MO,Missouri,Sullivan,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,28.6,,,24.4,32.9,5840,4526,29211,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-93.1116698405208 40.2106825508381)
2022,MO,Missouri,Taney,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.2,,,19.6,27.1,56821,45198,29213,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-93.0411619194503 36.6547592716981)
2022,MO,Missouri,Wayne,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,15.1,,,12.2,18.6,10792,8623,29223,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-90.4615691266314 37.1126282484814)
2022,MT,Montana,Big Horn,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,19.0,,,15.8,22.6,12851,8688,30003,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-107.48944354563 45.4233011316632)
2022,MT,Montana,Blaine,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.3,,,11.6,15.1,6936,4917,30005,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-108.959098790374 48.4322379510677)
2022,CA,California,Merced,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,21.7,,,18.8,24.8,290014,207099,6047,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-120.717750083358 37.1917830406782)
2022,AL,Alabama,Wilcox,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,7.4,,,6.8,8.1,10059,7838,1131,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-87.3083095693845 31.9892939338512)
2022,MT,Montana,Chouteau,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,10.0,12.8,5898,4666,30015,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-110.435460878256 47.880531571301)
2021,CA,California,Glenn,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,32.6,,,28.5,36.9,28339,20780,6021,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-122.392432829407 39.5983868407646)
2022,MT,Montana,Glacier,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,35.9,,,29.6,42.8,13681,9543,30035,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-112.994561424643 48.704975530082)
2022,MT,Montana,Phillips,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,33.9,,,33.6,34.2,4240,3230,30071,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-107.913858929486 48.2595346646896)
2022,AR,Arkansas,Madison,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.4,,,13.4,17.6,17486,13373,5087,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-93.7242584115005 36.0113363272212)
2022,AL,Alabama,Limestone,BRFSS,Disability,Any disability among adults,%,Crude prevalence,32.0,,,27.9,36.2,110900,86794,1083,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-86.9814538074536 34.8102607960627)
2022,CA,California,Siskiyou,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,15.9,,,14.3,17.7,43660,34974,6093,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-122.5405492735 41.5927246019871)
2022,MT,Montana,Valley,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.1,,,19.7,26.9,7513,5884,30105,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-106.668213499026 48.364902327122)
2022,AK,Alaska,Ketchikan Gateway,BRFSS,Disability,Any disability among adults,%,Crude prevalence,27.6,,,24.4,31.2,13741,10954,2130,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-130.936350933263 55.586579401666)
2022,AR,Arkansas,Marion,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.3,,,62.6,79.1,17254,14040,5089,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-92.6845075082366 36.2686505271229)
2022,AL,Alabama,Autauga,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,24.3,,,20.7,28.2,59759,45878,1001,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-86.6428164158396 32.5350016195151)
2021,AL,Alabama,Bullock,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,52.4,,,47.5,57.0,10202,8049,1011,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-85.7157596722874 32.1005731304216)
2022,AR,Arkansas,Drew,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,5.0,,,4.6,5.5,16911,13179,5043,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-91.7196579038053 33.5894113647675)
2022,NE,Nebraska,Dodge,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.6,,,3.3,4.0,36997,27941,31053,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-96.654407836059 41.5779256697394)
